name,N,CSF1PO allele count,D13S317 allele count,D16S539 allele count,D18S51 allele count,D19S433 allele count,D21S11 allele count,D2S1338 allele count,D3S1358 allele count,D5S818 allele count,D7S820 allele count,D8S1179 allele count,FGA allele count,TH01 allele count,TPOX allele count,vWA allele count,CSF1PO sum allele freq,D13S317 sum allele freq,D16S539 sum allele freq,D18S51 sum allele freq,D19S433 sum allele freq,D21S11 sum allele freq,D2S1338 sum allele freq,D3S1358 sum allele freq,D5S818 sum allele freq,D7S820 sum allele freq,D8S1179 sum allele freq,FGA sum allele freq,TH01 sum allele freq,TPOX sum allele freq,vWA sum allele freq
UT57283+WT51373+C69C,3p,3,3,4,6,4,3,4,4,4,5,5,3,4,3,5,0.8892,0.7105,0.6107,0.5402,0.7963,0.5318,0.4433,0.7687,0.5957,0.9321,0.7535,0.5361,0.7535,0.8269,0.885
UT57283+WT52477+C18C,3p,3,4,4,5,3,5,4,3,3,3,4,4,3,2,4,0.8892,0.7881,0.6107,0.3823,0.6731,0.5636,0.3602,0.6621,0.453,0.5319,0.7396,0.615,0.7743,0.777,0.7908
UT57283+ZT81382+C63C,3p,3,4,5,5,4,5,5,4,4,5,4,4,5,4,5,0.7507,0.7534,0.9556,0.4626,0.7963,0.8143,0.5998,0.8726,0.8408,0.9321,0.6066,0.6594,0.989,0.9543,0.8836
UT57286+Y6+C35C,3p,5,4,4,4,4,4,5,4,3,2,5,4,3,3,3,0.9848,0.6842,0.8102,0.4585,0.7783,0.5401,0.4502,0.741,0.8865,0.4238,0.8698,0.4751,0.676,0.9044,0.6869
UT57286+C18C+C54C,3p,2,5,3,5,4,4,5,4,2,3,4,5,3,3,4,0.5803,0.8047,0.7354,0.5471,0.8296,0.5456,0.4807,0.8726,0.7438,0.6205,0.7659,0.6358,0.6995,0.9044,0.7908
UT57287+UT57293+UT58315,3p,4,4,3,4,4,5,5,1,4,4,4,3,3,4,4,0.9709,0.7147,0.7922,0.4252,0.8434,0.8143,0.4086,0.2382,0.8408,0.7881,0.4488,0.3546,0.6995,0.946,0.6939
UT57287+C04C+C72C,3p,3,4,3,5,4,4,4,4,4,4,5,4,3,3,5,0.543,0.7881,0.7922,0.6801,0.5692,0.734,0.3685,0.7382,0.9281,0.6634,0.7798,0.6594,0.7743,0.8186,0.7867
UT57287+C36C+C73C,3p,3,4,3,4,3,4,5,4,3,4,4,5,3,3,3,0.8892,0.7923,0.7922,0.363,0.7728,0.7423,0.5153,0.7063,0.8865,0.6024,0.6745,0.7937,0.6995,0.8186,0.6869
UT57288+UT58299+WT51386,3p,4,3,2,3,4,4,6,3,3,3,3,4,4,3,4,0.9709,0.5236,0.6288,0.3865,0.8296,0.7423,0.7009,0.5997,0.8865,0.5831,0.572,0.586,0.7535,0.9044,0.6953
UT57288+WT51355+WT51381,3p,4,4,3,4,3,3,4,4,3,3,3,4,4,4,4,0.9709,0.7923,0.7354,0.5001,0.6731,0.583,0.331,0.8726,0.7507,0.5595,0.4653,0.5125,0.8699,0.9543,0.6011
UT57288+C50C+C62C,3p,3,3,3,3,3,4,5,3,2,4,4,5,4,3,4,0.8892,0.6718,0.7922,0.3823,0.554,0.655,0.6704,0.5553,0.7438,0.7645,0.7036,0.5388,0.6843,0.9044,0.5152
UT57292+WT51362+C75C,3p,3,4,3,4,3,5,5,5,2,4,3,4,3,3,4,0.6745,0.6094,0.5844,0.4959,0.7728,0.7215,0.5554,0.9792,0.7438,0.7645,0.5983,0.5887,0.6995,0.8269,0.7922
UT57292+Y2+C61C,3p,4,2,4,5,4,4,4,3,3,4,3,4,4,1,5,0.9709,0.5942,0.8988,0.5748,0.7742,0.5622,0.5776,0.6621,0.8865,0.7271,0.5997,0.6413,0.8934,0.5249,0.885
UT57293+UT58295+Y7,3p,4,5,4,5,4,3,5,4,3,4,6,4,4,4,3,0.9709,0.8739,0.7922,0.5734,0.7742,0.583,0.5319,0.7063,0.7854,0.6551,0.946,0.4197,0.8934,0.946,0.5914
UT57293+UT58321+WT52471,3p,3,3,3,5,3,3,3,3,3,4,3,5,3,4,4,0.7507,0.6371,0.7922,0.6801,0.554,0.3837,0.3255,0.4958,0.7854,0.7881,0.5997,0.5914,0.6995,0.9543,0.7922
UT57293+UT58336+C58C,3p,4,3,4,5,3,4,5,4,4,4,4,5,2,4,4,0.7604,0.4279,0.849,0.6192,0.5748,0.673,0.5873,0.7687,0.9281,0.6551,0.5139,0.7202,0.464,0.946,0.5969
UT57293+Y2+C85C,3p,4,4,3,4,4,4,4,3,3,3,4,4,3,3,4,0.9709,0.7534,0.7922,0.403,0.5429,0.655,0.4945,0.7216,0.7854,0.5831,0.5402,0.5596,0.5596,0.9044,0.7922
UT57299+Y10+C17C,3p,5,4,4,4,5,4,4,3,3,3,3,3,4,2,5,0.9764,0.7923,0.849,0.5748,0.8323,0.734,0.4848,0.5553,0.8865,0.4709,0.6011,0.518,0.8699,0.777,0.7867
UT57299+C51C+C81C,3p,4,4,3,4,6,5,4,3,3,5,3,5,3,3,5,0.6675,0.7923,0.7922,0.5429,0.8378,0.7603,0.3754,0.7216,0.5859,0.7922,0.6634,0.6662,0.7743,0.9044,0.7867
UT57300+WT51358+C54C,3p,3,3,3,6,3,4,6,4,3,4,5,3,4,3,3,0.8892,0.7147,0.5844,0.4612,0.6869,0.6121,0.7023,0.7687,0.7992,0.6398,0.7784,0.3519,0.8934,0.9044,0.41
UT57300+WT51373+C31C,3p,3,5,4,6,4,3,6,4,3,5,6,4,4,3,4,0.8892,0.9086,0.8988,0.7216,0.8434,0.5401,0.7854,0.8726,0.7992,0.5471,0.946,0.5125,0.7951,0.9044,0.6953
UT57301+Y1+C67C,3p,3,3,3,4,3,4,4,4,3,3,3,5,4,3,2,0.8892,0.7147,0.7922,0.4501,0.5748,0.7423,0.3242,0.8282,0.8865,0.5083,0.5997,0.6939,0.8934,0.9044,0.4861
UT57301+C33C+C97C,3p,3,3,3,4,3,4,5,4,3,4,4,5,5,3,3,0.7507,0.5236,0.7922,0.5001,0.6398,0.7423,0.4059,0.7382,0.8865,0.6329,0.6745,0.5706,0.989,0.9044,0.5789
UT57302+C23C+C44C,3p,4,4,2,3,4,3,5,3,2,4,5,5,4,3,4,0.9709,0.7881,0.421,0.3864,0.7091,0.644,0.6053,0.6344,0.7438,0.5512,0.7091,0.6676,0.7951,0.9044,0.6842
UT57303+UT58333+C46C,3p,3,4,4,4,4,4,4,4,4,4,5,4,5,4,5,0.8892,0.7534,0.8988,0.5665,0.7229,0.716,0.385,0.8282,0.9419,0.6108,0.8421,0.5569,0.989,0.946,0.8836
UT57303+WT52490+C55C,3p,3,4,4,5,3,3,4,4,4,4,5,2,4,4,3,0.8892,0.831,0.7922,0.5818,0.6869,0.644,0.3878,0.8726,0.9419,0.7645,0.8435,0.3837,0.7951,0.9543,0.5775
UT57310+C54C+C57C,3p,2,5,4,4,4,4,6,4,3,4,3,4,4,3,4,0.5803,0.9086,0.8988,0.5416,0.7437,0.4819,0.6954,0.8726,0.8865,0.7728,0.4363,0.5043,0.8934,0.9044,0.5028
UT57312+WA29594+C62C,3p,3,3,3,5,4,5,5,4,2,3,5,5,3,2,3,0.8892,0.6413,0.6856,0.6427,0.7963,0.6994,0.4903,0.7063,0.7438,0.392,0.8698,0.7493,0.6995,0.6523,0.5775
UT57312+Y7+C98C,3p,3,6,3,4,4,5,5,4,2,4,5,5,4,2,3,0.8892,0.9557,0.4778,0.435,0.7963,0.6717,0.5319,0.7063,0.7438,0.7881,0.8435,0.5305,0.8934,0.5665,0.6869
UT57318+WT51345+C61C,3p,3,2,4,4,3,3,5,2,4,3,3,4,2,2,5,0.7507,0.5942,0.6412,0.5181,0.6869,0.4861,0.4447,0.5111,0.9419,0.6052,0.6634,0.6413,0.5388,0.777,0.7867
UT57318+WT51362+C72C,3p,4,4,3,5,3,4,4,3,5,4,3,4,1,3,4,0.9709,0.831,0.7354,0.5222,0.6523,0.5581,0.3878,0.7216,0.9835,0.6551,0.5997,0.6704,0.3449,0.8269,0.6842
UT57318+C10C+C68C,3p,4,3,2,4,4,4,6,3,5,4,4,6,4,3,3,0.9709,0.7147,0.421,0.5333,0.8434,0.5761,0.7023,0.7216,0.9488,0.6565,0.7673,0.8436,0.7951,0.9044,0.5914
UT58295+C51C+C92C,3p,4,5,3,4,4,4,5,5,4,4,4,4,4,2,3,0.9709,0.8739,0.5346,0.5097,0.5554,0.4625,0.5679,0.9792,0.6275,0.6634,0.6745,0.5056,0.8934,0.777,0.482
UT58295+C75C+C85C,3p,4,5,4,4,4,4,5,2,3,4,5,4,5,3,4,0.8947,0.8005,0.849,0.5693,0.6412,0.7423,0.5139,0.3171,0.7854,0.6551,0.8421,0.615,0.989,0.9044,0.7922
UT58298+WT51362+WT52486,3p,3,4,4,5,2,3,5,3,2,4,5,4,3,4,3,0.7507,0.831,0.8988,0.4571,0.518,0.4528,0.615,0.7216,0.7438,0.7881,0.7798,0.6704,0.7743,0.9543,0.6869
UT58299+UT58301+C93C,3p,4,3,3,4,4,4,4,4,4,4,3,4,4,4,3,0.9709,0.7147,0.6856,0.5291,0.8296,0.6121,0.5208,0.8282,0.9419,0.6565,0.5997,0.5333,0.8699,0.9543,0.6869
UT58299+Y10+C97C,3p,3,3,2,4,2,4,4,3,3,4,5,3,3,3,4,0.7507,0.5236,0.6288,0.5291,0.518,0.673,0.5679,0.7216,0.8865,0.7728,0.6164,0.3393,0.6579,0.9044,0.6842
UT58299+C13C+C18C,3p,3,3,2,4,4,3,5,3,2,5,4,2,4,3,4,0.662,0.7147,0.6288,0.435,0.8296,0.3863,0.543,0.7216,0.4987,0.8158,0.6966,0.2576,0.8699,0.9044,0.7908
UT58300+WT51362+C09C,3p,2,4,4,5,3,4,4,3,3,4,3,5,3,3,4,0.669,0.6399,0.7922,0.5624,0.7728,0.5428,0.4197,0.5553,0.8865,0.7881,0.536,0.7493,0.7743,0.8269,0.7908
UT58300+C28C+C62C,3p,2,4,4,3,4,3,3,3,3,2,4,2,3,3,2,0.5803,0.831,0.849,0.3864,0.8296,0.583,0.4474,0.5553,0.5541,0.4612,0.7022,0.2576,0.676,0.9044,0.4847
UT58301+C15C+C67C,3p,3,2,4,4,5,5,4,4,3,5,2,3,5,3,3,0.8892,0.4031,0.849,0.4972,0.9002,0.7645,0.4793,0.8282,0.8865,0.9321,0.4335,0.3656,0.989,0.8269,0.6869
UT58302+WT51342+C96C,3p,4,4,4,4,4,5,4,4,4,3,3,3,3,3,3,0.9709,0.6052,0.849,0.5665,0.8088,0.6841,0.4557,0.8726,0.9281,0.4709,0.6634,0.4182,0.6995,0.9044,0.6869
UT58302+Y8+C96C,3p,4,3,4,3,4,4,4,4,5,4,4,2,3,4,3,0.9709,0.5623,0.7922,0.4322,0.8088,0.6121,0.5776,0.7382,0.9835,0.6759,0.7673,0.3837,0.6995,0.946,0.59
UT58303+WA29594+Y2,3p,3,3,4,5,4,3,4,3,2,4,3,4,4,2,3,0.8892,0.6718,0.849,0.5042,0.7742,0.3836,0.4114,0.6344,0.7438,0.6565,0.5997,0.5415,0.8934,0.6523,0.482
UT58303+C14C+C70C,3p,2,4,3,3,5,3,4,3,2,4,2,4,3,4,5,0.5291,0.7881,0.4778,0.3587,0.8656,0.644,0.5208,0.6621,0.7438,0.3435,0.4958,0.4349,0.6579,0.9543,0.885
UT58310+UT58315+C63C,3p,2,3,4,4,4,4,5,3,3,4,4,3,4,3,4,0.669,0.7105,0.8988,0.4294,0.5387,0.655,0.6025,0.7216,0.7992,0.7728,0.4709,0.2576,0.8934,0.9044,0.6814
UT58310+C07C+C87C,3p,4,6,3,6,4,4,5,3,3,6,3,6,3,2,4,0.9031,0.9515,0.7922,0.8269,0.7437,0.7423,0.5998,0.7216,0.8865,0.9598,0.4377,0.7202,0.6995,0.777,0.7908
UT58314+UT58320+C16C,3p,4,2,4,4,2,4,6,2,3,4,4,5,2,3,5,0.9709,0.3726,0.7119,0.5568,0.4113,0.3988,0.7383,0.4834,0.8865,0.6759,0.6329,0.5914,0.5804,0.9044,0.8836
UT58315+WT52472+Y1,3p,2,3,3,5,5,4,6,3,2,4,4,4,3,3,4,0.669,0.6371,0.7922,0.5485,0.9002,0.655,0.4017,0.5553,0.4432,0.7881,0.7673,0.5596,0.6579,0.9044,0.6953
UT58315+C41C+C60C,3p,2,3,4,4,4,5,4,3,3,3,3,4,3,4,2,0.669,0.7147,0.849,0.2645,0.8434,0.8143,0.223,0.6621,0.7992,0.6288,0.5997,0.5596,0.6344,0.946,0.3878
UT58317+UT58321+C06C,3p,4,3,4,4,3,3,6,3,3,4,3,5,3,2,3,0.9031,0.4931,0.8988,0.5416,0.5748,0.5069,0.5915,0.4958,0.8865,0.7728,0.6011,0.6939,0.6344,0.777,0.4114
UT58317+WA29594+C81C,3p,3,4,4,5,4,4,5,4,4,4,3,3,5,2,4,0.8892,0.7618,0.8988,0.6926,0.7783,0.4972,0.6122,0.8726,0.9419,0.6329,0.6634,0.4182,0.989,0.6523,0.5859
UT58317+WT52485+ZT81380,3p,3,5,3,5,3,3,4,3,3,3,3,6,4,3,4,0.8892,0.7618,0.7354,0.5249,0.5415,0.5138,0.4945,0.5997,0.8865,0.6052,0.6634,0.7882,0.6441,0.5679,0.6939
UT58317+Y32+C26C,3p,5,4,3,6,4,4,4,3,3,4,3,4,5,2,3,0.9806,0.4945,0.5844,0.5431,0.8296,0.716,0.5264,0.7216,0.8865,0.7728,0.5734,0.615,0.989,0.777,0.4114
UT58318+WA29612+WT51362,3p,3,4,4,4,2,4,4,4,2,3,3,5,2,3,5,0.8892,0.831,0.7922,0.4349,0.6163,0.6121,0.3809,0.8282,0.7438,0.6205,0.5997,0.6732,0.5804,0.8269,0.8836
UT58318+Y4+C92C,3p,3,4,4,4,3,4,3,3,3,4,3,5,4,2,4,0.8892,0.831,0.849,0.5429,0.7728,0.655,0.4626,0.6621,0.5859,0.7881,0.5997,0.7093,0.7951,0.777,0.6828
UT58319+WT52480+C37C,3p,3,4,3,4,5,4,4,4,4,5,4,4,5,4,5,0.7507,0.7534,0.7354,0.4017,0.9002,0.716,0.518,0.7687,0.9419,0.9321,0.5873,0.4363,0.989,0.9543,0.705
UT58319+C10C+C67C,3p,4,4,3,5,5,3,4,4,3,5,4,4,4,3,4,0.9709,0.831,0.7922,0.5609,0.9002,0.5747,0.4765,0.8726,0.8865,0.8158,0.6773,0.3919,0.8934,0.9044,0.7908
UT58321+WT51359+C77C,3p,3,4,4,5,4,5,4,4,3,4,4,5,3,2,4,0.8892,0.831,0.8988,0.5638,0.8434,0.7562,0.5596,0.8282,0.8865,0.6551,0.6329,0.7937,0.6579,0.777,0.6011
UT58321+C22C+C61C,3p,3,2,4,2,3,3,5,4,3,3,3,3,4,2,4,0.7507,0.5942,0.8988,0.2937,0.7728,0.5069,0.6801,0.7687,0.8865,0.6052,0.6011,0.3656,0.6662,0.6523,0.6011
UT58324+Y3+C08C,3p,3,4,4,4,3,4,5,5,2,5,4,5,3,4,3,0.8892,0.7923,0.8988,0.4127,0.6523,0.673,0.5014,0.7853,0.7438,0.8158,0.7673,0.6676,0.7743,0.8685,0.5789
UT58333+WT51343+C24C,3p,3,4,4,5,4,5,5,4,3,4,4,2,3,3,4,0.8892,0.7881,0.5609,0.5831,0.8088,0.7714,0.5526,0.7063,0.7992,0.6482,0.6759,0.3837,0.7743,0.9044,0.7797
UT58333+ZT81380+C57C,3p,2,3,3,4,4,4,5,4,4,4,3,4,3,2,6,0.5803,0.6718,0.7922,0.5429,0.7091,0.5858,0.5651,0.7063,0.9419,0.5872,0.3463,0.6594,0.7743,0.6523,0.9889
UT58334+WA29612+C63C,3p,3,4,3,6,4,6,4,4,2,3,4,3,4,4,2,0.7507,0.7534,0.7354,0.6746,0.8434,0.8198,0.446,0.741,0.7438,0.6205,0.6343,0.3602,0.8934,0.9543,0.1967
UT58335+WA29584+WT52490,3p,3,4,2,5,3,4,4,3,5,4,3,4,4,3,3,0.8892,0.7576,0.6288,0.6053,0.4681,0.5498,0.4793,0.4681,0.9835,0.6759,0.3463,0.5969,0.8699,0.9044,0.3989
UT58335+C39C+C87C,3p,3,5,4,4,4,4,5,5,3,5,5,5,5,2,3,0.543,0.5568,0.8988,0.5665,0.5983,0.7423,0.4003,0.9792,0.8865,0.8227,0.8435,0.7937,0.989,0.777,0.59
UT58336+ZT81372+C48C,3p,4,3,3,6,4,5,5,4,4,5,5,6,3,3,4,0.6717,0.7105,0.7922,0.6053,0.8296,0.7631,0.6801,0.8282,0.8934,0.7105,0.8435,0.5927,0.6995,0.9044,0.6814
UT58336+C04C+C76C,3p,5,4,3,5,4,4,5,5,3,4,4,6,4,3,3,0.9128,0.5055,0.7922,0.6205,0.6883,0.734,0.5582,0.8448,0.5541,0.6398,0.5139,0.7161,0.7535,0.9044,0.5886
WA29566+WT51345+C81C,3p,4,3,3,4,4,3,4,2,3,4,3,4,3,3,4,0.9031,0.7147,0.5346,0.579,0.4874,0.3878,0.4364,0.5111,0.5541,0.6329,0.5997,0.5125,0.7743,0.9044,0.5859
WA29572+Y9+C72C,3p,4,4,3,5,4,4,5,3,5,4,3,4,3,4,4,0.9709,0.831,0.7354,0.6524,0.8088,0.5844,0.446,0.59,0.9295,0.5235,0.6634,0.6413,0.7743,0.9543,0.6842
WA29583+WT51373+C78C,3p,4,3,4,4,2,4,4,4,4,4,4,4,4,4,3,0.9031,0.6413,0.8102,0.5568,0.6163,0.4196,0.4142,0.8726,0.9419,0.7645,0.4432,0.6594,0.6441,0.8685,0.59
WA29583+WT52482+C06C,3p,3,3,4,3,4,4,5,4,3,4,5,3,3,4,4,0.543,0.4931,0.7036,0.4183,0.8296,0.655,0.3768,0.7687,0.8865,0.7728,0.5471,0.4544,0.7743,0.946,0.7908
WA29584+C03C+C39C,3p,3,5,4,4,4,6,5,4,3,4,5,5,4,3,3,0.8892,0.8005,0.8988,0.4862,0.7963,0.6814,0.5291,0.741,0.7854,0.6398,0.8421,0.6939,0.8934,0.8186,0.5789
WA29584+C16C+C87C,3p,4,4,3,4,3,4,3,3,4,3,5,4,3,3,3,0.9031,0.5665,0.7922,0.579,0.7728,0.673,0.338,0.7216,0.9281,0.5083,0.7091,0.5706,0.7743,0.9044,0.59
WA29594+C04C+C37C,3p,3,5,2,4,4,5,5,5,3,3,5,5,4,2,5,0.6829,0.831,0.6288,0.5458,0.788,0.7631,0.5942,0.7576,0.8865,0.392,0.6912,0.7383,0.6441,0.777,0.705
WA29594+C18C+C80C,3p,3,3,2,6,3,3,6,3,3,4,2,4,3,3,4,0.8892,0.7147,0.4778,0.7812,0.6731,0.3171,0.6316,0.6344,0.8865,0.6482,0.4972,0.615,0.6995,0.9044,0.5042
WT51342+WT52477+C12C,3p,3,5,4,5,4,5,5,4,4,4,3,5,4,3,3,0.8892,0.6136,0.6107,0.6441,0.8088,0.673,0.5291,0.8726,0.9419,0.7881,0.6634,0.5969,0.8934,0.9044,0.59
WT51342+C11C+C55C,3p,3,5,5,5,4,5,5,3,3,5,5,4,4,4,2,0.8892,0.831,0.9556,0.6801,0.6758,0.806,0.3684,0.5997,0.8865,0.9321,0.8421,0.5706,0.8934,0.9543,0.403
WT51342+C57C+C64C,3p,2,4,3,4,3,3,4,4,3,4,3,4,4,3,4,0.5803,0.7147,0.7922,0.5429,0.3476,0.5567,0.4266,0.741,0.8865,0.7271,0.6634,0.5443,0.8934,0.9044,0.6953
WT51342+C87C+C98C,3p,4,5,3,4,4,5,4,2,3,3,4,5,4,4,3,0.9031,0.8352,0.5844,0.5665,0.8088,0.6564,0.3781,0.3892,0.8865,0.5319,0.5139,0.5969,0.8934,0.946,0.59
WT51343+C50C+C58C,3p,2,3,4,4,4,5,5,4,2,3,4,3,5,3,5,0.669,0.7105,0.849,0.5748,0.5041,0.8143,0.5845,0.8726,0.7438,0.5595,0.7673,0.41,0.9017,0.8186,0.7991
WT51345+WT52482+C86C,3p,3,3,4,5,5,2,5,3,2,4,4,4,4,2,3,0.8892,0.6413,0.6412,0.5818,0.9002,0.4847,0.5278,0.7216,0.7438,0.7728,0.6745,0.5859,0.8699,0.6523,0.59
WT51345+C19C+C70C,3p,3,2,4,5,4,3,6,3,3,4,3,5,3,2,4,0.8892,0.5942,0.5609,0.6317,0.7021,0.4515,0.5832,0.7216,0.7493,0.7271,0.5997,0.7093,0.7743,0.777,0.7908
WT51354+Y5+C56C,3p,3,4,3,5,3,4,4,3,5,5,4,5,3,3,4,0.8892,0.7534,0.7922,0.6095,0.7728,0.734,0.4654,0.7216,0.9474,0.5789,0.5429,0.5692,0.7743,0.9044,0.59
WT51354+C49C+C94C,3p,2,4,3,4,3,5,5,3,3,5,3,4,3,3,4,0.5803,0.536,0.7922,0.4917,0.7728,0.6523,0.6053,0.6621,0.5042,0.7036,0.572,0.2798,0.676,0.9044,0.5914
WT51355+C33C+C66C,3p,3,3,3,3,4,3,5,4,2,5,3,4,4,3,5,0.662,0.7147,0.5346,0.4225,0.6966,0.5401,0.446,0.6163,0.7438,0.8005,0.5997,0.5152,0.7535,0.8269,0.8836
WT51359+WT51386+WT52480,3p,3,3,4,4,5,6,5,4,4,4,4,3,3,4,4,0.7507,0.7105,0.8988,0.4266,0.9002,0.8282,0.5901,0.741,0.9419,0.7271,0.6052,0.4654,0.5596,0.9543,0.5042
WT51359+WT52477+Y31,3p,4,3,3,5,3,5,4,3,4,4,4,4,5,4,4,0.9709,0.5194,0.5041,0.4917,0.7728,0.6232,0.4765,0.6177,0.9419,0.7881,0.6966,0.6704,0.9017,0.9543,0.6842
WT51381+C29C+C33C,3p,2,3,4,3,6,3,6,4,4,4,4,5,4,3,3,0.4418,0.4931,0.8988,0.3297,0.8032,0.583,0.6676,0.6066,0.8934,0.6329,0.6315,0.7203,0.6441,0.9044,0.5914
WT51386+WT52474+C54C,3p,4,4,3,5,3,5,4,4,2,4,4,4,4,3,3,0.9709,0.831,0.7354,0.6676,0.6731,0.7645,0.3948,0.8726,0.7438,0.7881,0.4488,0.5306,0.8934,0.9044,0.5069
WT51386+Y7+C39C,3p,4,5,3,4,5,3,6,4,2,4,4,5,2,4,3,0.9709,0.6523,0.7354,0.4488,0.8531,0.644,0.4945,0.741,0.7438,0.6634,0.7396,0.6275,0.464,0.946,0.59
WT52457+C15C+C83C,3p,2,3,2,4,4,4,5,4,3,4,4,4,4,2,3,0.669,0.6718,0.6288,0.3699,0.6454,0.3947,0.5984,0.8282,0.7992,0.7728,0.6966,0.5333,0.6441,0.777,0.6869
WT52472+Y5+C29C,3p,2,4,3,5,4,4,6,3,4,4,5,5,3,3,4,0.669,0.6842,0.5844,0.6801,0.5179,0.7423,0.6732,0.59,0.9419,0.6024,0.8005,0.7203,0.6995,0.9044,0.6953
WT52472+C54C+C90C,3p,3,4,5,4,4,4,3,3,2,3,5,5,3,2,4,0.8892,0.7576,0.8102,0.5748,0.8434,0.673,0.2452,0.6177,0.7438,0.6288,0.8421,0.6649,0.6995,0.777,0.6939
WT52474+ZT81342+ZT81380,3p,3,4,3,4,3,6,5,4,2,4,3,3,4,4,5,0.8892,0.831,0.7922,0.4862,0.6177,0.7063,0.6385,0.8726,0.7438,0.7645,0.374,0.4807,0.8934,0.946,0.8961
WT52477+Y32+C63C,3p,3,5,4,5,4,6,5,3,3,4,5,3,4,3,4,0.662,0.7203,0.6107,0.4447,0.8296,0.7713,0.6649,0.7216,0.7992,0.7881,0.7728,0.5361,0.8934,0.9044,0.5042
WT52477+ZC08844+ZT81342,3p,3,4,4,3,3,6,4,3,3,5,5,4,5,3,3,0.662,0.5665,0.8185,0.3629,0.6177,0.7284,0.4945,0.6621,0.7992,0.9321,0.8698,0.6594,0.989,0.8186,0.5914
WT52485+C76C+C90C,3p,2,4,6,4,3,3,4,4,3,4,3,5,4,4,3,0.5291,0.7147,0.9736,0.4265,0.6398,0.5747,0.4432,0.8726,0.7992,0.7728,0.572,0.5402,0.7535,0.6953,0.41
WT52486+C46C+C78C,3p,3,4,4,3,3,5,5,3,3,3,5,5,4,4,3,0.8892,0.7534,0.8988,0.4225,0.7728,0.7021,0.6358,0.7216,0.8865,0.5831,0.8435,0.7093,0.8699,0.7438,0.5886
WT52490+Y8+C30C,3p,3,4,4,5,4,4,4,4,3,4,2,3,3,4,3,0.8892,0.831,0.8988,0.5943,0.8088,0.5498,0.4474,0.6163,0.7992,0.5443,0.2701,0.5361,0.6995,0.946,0.482
WT52493+ZT81372+C24C,3p,3,3,5,6,4,6,5,4,3,4,3,6,4,3,4,0.6108,0.5236,0.8753,0.5721,0.788,0.6814,0.6801,0.8726,0.8865,0.7728,0.6011,0.6717,0.7951,0.9044,0.7797
WT52493+C14C+C45C,3p,3,3,3,4,5,4,5,3,3,5,4,5,4,2,4,0.8892,0.5623,0.5844,0.5332,0.626,0.554,0.5873,0.7216,0.8865,0.6607,0.6773,0.5374,0.7951,0.5748,0.7922
Y1+C29C+C47C,3p,3,4,3,5,6,3,5,3,4,4,4,5,5,4,3,0.8892,0.7576,0.7354,0.5527,0.6883,0.583,0.5665,0.59,0.9419,0.7645,0.7022,0.7093,0.989,0.946,0.6869
Y1+C39C+C52C,3p,3,4,4,5,4,4,6,5,2,5,4,3,4,3,4,0.8892,0.6842,0.7617,0.5734,0.5124,0.7423,0.482,0.9792,0.7438,0.8227,0.6066,0.4626,0.8934,0.9044,0.6828
Y1+C44C+C86C,3p,3,3,4,4,4,4,6,4,2,4,5,5,4,3,2,0.7507,0.7105,0.8988,0.3311,0.6108,0.7423,0.6012,0.7063,0.7438,0.6759,0.8698,0.6939,0.8699,0.9044,0.3061
Y10+C30C+C39C,3p,4,5,4,5,3,3,6,3,3,5,4,4,3,2,3,0.9709,0.8047,0.8988,0.7133,0.5415,0.5318,0.6316,0.6621,0.8865,0.6301,0.7673,0.5887,0.6579,0.777,0.482
Y10+C53C+C93C,3p,4,3,4,4,4,4,4,4,3,4,4,4,4,3,4,0.9709,0.7147,0.7922,0.4723,0.5983,0.6038,0.518,0.7063,0.5859,0.5955,0.7673,0.5152,0.8699,0.9044,0.6842
Y12+C47C+C72C,3p,3,5,3,4,5,4,3,2,4,3,4,2,4,3,4,0.8892,0.9086,0.7922,0.5665,0.5678,0.734,0.3144,0.4834,0.5957,0.4958,0.7659,0.3837,0.7535,0.8186,0.6011
Y2+Y32+C94C,3p,3,5,2,4,5,5,4,2,2,5,5,3,4,3,4,0.662,0.7632,0.4778,0.2008,0.831,0.7382,0.5624,0.5111,0.7438,0.9321,0.8421,0.507,0.7951,0.9044,0.7922
Y3+C66C+C95C,3p,4,4,3,5,4,4,6,4,3,3,3,4,3,3,3,0.9709,0.831,0.4778,0.5139,0.8296,0.6703,0.554,0.7687,0.7854,0.5831,0.5997,0.3588,0.5485,0.9044,0.59
Y31+C01C+C45C,3p,3,3,4,4,4,3,5,3,2,3,5,5,5,4,3,0.7507,0.5194,0.8185,0.5332,0.655,0.5138,0.4516,0.7216,0.7438,0.4889,0.7812,0.7383,0.9017,0.9543,0.5775
Y31+C05C+C83C,3p,4,5,4,5,3,4,4,3,3,3,3,5,4,4,3,0.9709,0.9086,0.8185,0.561,0.6731,0.655,0.3809,0.6621,0.7992,0.6052,0.6634,0.6275,0.6662,0.9543,0.4806
Y31+C28C+C49C,3p,4,4,3,2,3,3,5,3,4,3,4,4,4,4,3,0.9709,0.6399,0.5041,0.3047,0.6731,0.583,0.5582,0.5997,0.9419,0.6205,0.7659,0.5125,0.6843,0.9543,0.482
Y9+ZT81342+C87C,3p,3,4,3,3,4,4,6,5,3,4,4,4,4,4,4,0.5942,0.5831,0.7922,0.4086,0.7742,0.4542,0.5956,0.9792,0.8865,0.7645,0.7022,0.615,0.8934,0.8685,0.6953
