name,N,CSF1PO allele count,D13S317 allele count,D16S539 allele count,D18S51 allele count,D19S433 allele count,D21S11 allele count,D2S1338 allele count,D3S1358 allele count,D5S818 allele count,D7S820 allele count,D8S1179 allele count,FGA allele count,TH01 allele count,TPOX allele count,vWA allele count,CSF1PO sum allele freq,D13S317 sum allele freq,D16S539 sum allele freq,D18S51 sum allele freq,D19S433 sum allele freq,D21S11 sum allele freq,D2S1338 sum allele freq,D3S1358 sum allele freq,D5S818 sum allele freq,D7S820 sum allele freq,D8S1179 sum allele freq,FGA sum allele freq,TH01 sum allele freq,TPOX sum allele freq,vWA sum allele freq
TT50698+UT58299+Y4,3p,3,3,3,4,3,3,4,2,3,3,4,4,3,2,5,0.7507,0.5623,0.7922,0.5748,0.7728,0.583,0.4488,0.5111,0.8865,0.6288,0.7659,0.4418,0.4086,0.777,0.885
TT50698+UT58336+C17C,3p,3,4,4,4,4,4,5,3,3,5,3,3,4,3,2,0.59,0.831,0.849,0.5291,0.7091,0.6301,0.5513,0.6177,0.8865,0.7991,0.5734,0.4182,0.7951,0.9044,0.4847
TT50698+C31C+C99C,3p,3,5,2,4,3,3,4,3,3,5,3,5,5,2,4,0.8892,0.9086,0.6288,0.59,0.7728,0.5401,0.4169,0.6344,0.7992,0.5983,0.4986,0.5207,0.989,0.777,0.6938
TT50698+C38C+C76C,3p,3,5,3,4,2,4,4,3,3,3,4,4,4,4,3,0.8892,0.8739,0.7922,0.5429,0.6163,0.655,0.2659,0.6344,0.7992,0.5678,0.7659,0.288,0.7535,0.9543,0.59
TT50700+TT51683+C82C,3p,3,4,4,5,2,5,5,4,4,3,5,4,4,3,4,0.8892,0.7147,0.8988,0.5084,0.6163,0.8143,0.5582,0.8282,0.892,0.5831,0.8698,0.6704,0.8934,0.7022,0.6814
TT50701+UT57283+C61C,3p,4,4,3,6,3,3,5,4,5,4,4,4,3,3,3,0.9709,0.7576,0.5844,0.4876,0.7728,0.644,0.4128,0.7687,0.9835,0.7645,0.6759,0.6704,0.7743,0.8186,0.5775
TT50701+WA29572+C41C,3p,4,4,5,6,4,2,5,4,4,3,5,4,3,4,2,0.9709,0.7618,0.9556,0.5458,0.8434,0.4847,0.3615,0.8282,0.8879,0.4889,0.8698,0.6413,0.7743,0.946,0.3767
TT50701+WT51373+C09C,3p,3,4,4,5,3,4,5,4,4,4,5,3,5,3,4,0.8892,0.7189,0.8988,0.5831,0.7728,0.734,0.5319,0.7687,0.9419,0.7728,0.7784,0.518,0.989,0.8186,0.5859
TT50705+TT51677+Y4,3p,2,4,4,3,3,5,5,4,3,3,5,3,4,2,4,0.669,0.6399,0.8988,0.4086,0.5886,0.745,0.6413,0.8726,0.8865,0.6052,0.8698,0.4336,0.7951,0.777,0.6842
TT50705+TT51684+C40C,3p,2,4,2,4,3,5,3,4,3,3,4,4,4,3,3,0.669,0.7923,0.6288,0.4724,0.554,0.385,0.3643,0.8726,0.7854,0.5083,0.7659,0.5569,0.8699,0.8269,0.5789
TT50705+TT51694+C98C,3p,3,3,3,4,2,4,5,4,3,4,5,5,3,3,3,0.8892,0.6718,0.7354,0.5098,0.518,0.5581,0.5222,0.8726,0.8865,0.6759,0.8435,0.6857,0.7743,0.8186,0.5914
TT50705+UT57292+C71C,3p,2,1,2,1,3,5,6,3,3,4,4,5,4,2,4,0.669,0.3255,0.6288,0.1385,0.7728,0.5373,0.6704,0.6344,0.8865,0.6759,0.6966,0.7093,0.8934,0.777,0.6883
TT50708+UA16918+C45C,3p,4,3,4,3,5,4,6,4,2,3,4,4,4,3,3,0.9709,0.6413,0.8988,0.4308,0.8586,0.4736,0.6663,0.8726,0.7438,0.6205,0.4502,0.5125,0.8934,0.8186,0.4931
TT50708+UT57310+C49C,3p,3,4,4,5,4,3,6,2,3,4,3,4,3,4,3,0.8892,0.831,0.8988,0.6884,0.8434,0.4099,0.5763,0.3615,0.8865,0.7881,0.6634,0.4862,0.676,0.946,0.482
TT50708+UT58317+C33C,3p,4,4,3,4,5,3,4,4,3,5,2,5,4,3,4,0.9709,0.7618,0.5844,0.5541,0.8669,0.4099,0.3726,0.6163,0.8865,0.7922,0.3338,0.6468,0.8699,0.8186,0.6953
TT50720+TT51696+C61C,3p,4,4,3,6,3,5,3,5,3,5,3,4,3,2,4,0.7562,0.831,0.5844,0.7535,0.7728,0.7451,0.3408,0.9792,0.8865,0.9321,0.5111,0.5166,0.7743,0.5665,0.6828
TT50720+C25C+C95C,3p,4,4,4,4,2,5,5,4,3,4,2,4,4,2,4,0.7562,0.5831,0.8988,0.4391,0.518,0.6121,0.5638,0.4972,0.7854,0.7881,0.4321,0.5403,0.8699,0.6523,0.7922
TT50721+UA16894+C48C,3p,4,3,2,4,2,4,6,4,3,4,4,5,4,2,4,0.9709,0.7105,0.4778,0.4349,0.4113,0.3961,0.7175,0.7382,0.7507,0.6759,0.7022,0.5125,0.8934,0.777,0.6953
TT50721+C53C+C96C,3p,4,4,5,3,4,5,4,4,4,4,3,4,3,3,3,0.9709,0.831,0.9556,0.3837,0.7963,0.6786,0.4405,0.651,0.9419,0.7271,0.6011,0.5679,0.7743,0.9044,0.5914
TT51669+TT51679+ZT81382,3p,4,4,3,5,4,4,5,4,3,3,4,4,4,3,5,0.9709,0.5055,0.5346,0.6801,0.6121,0.5858,0.5901,0.8282,0.7992,0.5166,0.6066,0.4889,0.8699,0.8269,0.885
TT51669+UT58319+C79C,3p,4,3,3,4,3,3,5,4,3,4,4,5,3,3,5,0.9709,0.4626,0.7922,0.3893,0.5748,0.644,0.633,0.8726,0.7854,0.7728,0.6773,0.6967,0.7743,0.9044,0.8836
TT51669+WT51373+C94C,3p,3,5,3,5,3,4,5,4,3,3,4,4,5,3,4,0.8892,0.8394,0.7922,0.6067,0.7728,0.6662,0.6649,0.8726,0.7992,0.5083,0.7396,0.5443,0.989,0.9044,0.6828
TT51669+WT52485+Y1,3p,3,4,4,4,4,3,6,5,2,4,5,6,4,5,5,0.8892,0.7147,0.8988,0.4349,0.5983,0.583,0.669,0.9792,0.7438,0.7645,0.8435,0.7175,0.8934,0.9474,0.7881
TT51669+ZT81377+C28C,3p,3,4,3,4,4,4,4,3,4,4,4,6,3,2,4,0.8892,0.7923,0.7922,0.5056,0.8296,0.716,0.4792,0.7216,0.8061,0.6329,0.5125,0.7465,0.525,0.777,0.7797
TT51669+C01C+C96C,3p,4,3,3,4,4,3,5,3,3,4,4,5,3,3,3,0.9709,0.5194,0.7922,0.5665,0.7963,0.5138,0.6801,0.7216,0.8865,0.536,0.6773,0.5969,0.7743,0.9044,0.5775
TT51675+TT51683+C30C,3p,3,5,4,4,2,4,5,5,2,5,4,4,4,3,3,0.8892,0.8352,0.8988,0.5084,0.518,0.734,0.5818,0.9792,0.5305,0.7036,0.6745,0.6594,0.8934,0.9044,0.5775
TT51676+WT51362+C74C,3p,2,4,4,4,1,4,5,3,3,5,3,4,3,3,4,0.669,0.831,0.7617,0.4807,0.3615,0.4736,0.5291,0.7216,0.8865,0.8227,0.3449,0.5706,0.7743,0.8269,0.7908
TT51677+TT51702+UT58324,3p,1,4,3,5,4,5,4,3,4,4,4,5,3,3,3,0.3601,0.7923,0.7354,0.5998,0.7021,0.6689,0.331,0.4958,0.9419,0.6565,0.7673,0.7937,0.6995,0.8269,0.5914
TT51677+UA16918+UT57293,3p,3,6,3,5,3,4,4,3,4,2,5,5,3,3,4,0.7507,0.8823,0.7354,0.7036,0.4819,0.6467,0.5,0.6621,0.9281,0.4155,0.8698,0.7202,0.5485,0.9044,0.6953
TT51677+UT58310+ZT81377,3p,2,5,4,6,4,5,4,3,5,5,5,5,3,2,4,0.669,0.9086,0.8988,0.7812,0.7437,0.806,0.3989,0.6621,0.9488,0.8005,0.8435,0.6122,0.5485,0.777,0.7922
TT51677+Y1+Y7,3p,2,5,2,5,5,4,5,4,3,3,3,4,4,4,2,0.669,0.9086,0.421,0.5028,0.9002,0.673,0.4959,0.7063,0.8865,0.6205,0.6011,0.5195,0.8934,0.946,0.3075
TT51677+C10C+C53C,3p,3,3,3,3,4,4,3,4,4,2,3,4,4,3,2,0.8892,0.4668,0.4778,0.3989,0.7104,0.734,0.4446,0.8726,0.9419,0.2839,0.6011,0.6704,0.8934,0.9044,0.3075
TT51677+C31C+C89C,3p,3,4,3,5,4,5,4,5,4,4,3,4,5,3,4,0.8892,0.6399,0.7354,0.6926,0.4888,0.8323,0.5651,0.8892,0.9419,0.5637,0.6011,0.5125,0.989,0.8269,0.7922
TT51679+TT51696+WT51342,3p,4,4,3,5,4,4,5,4,3,4,5,5,3,4,4,0.9709,0.7534,0.7922,0.6801,0.5179,0.4626,0.4862,0.7063,0.8865,0.6759,0.7105,0.5664,0.6995,0.946,0.6842
TT51679+WA29584+WT51342,3p,3,4,3,5,4,5,5,4,4,4,5,4,4,3,3,0.8892,0.7534,0.7922,0.6884,0.5179,0.4916,0.4862,0.7063,0.9281,0.6759,0.7728,0.5415,0.8934,0.9044,0.5914
TT51679+WT51386+C89C,3p,4,3,3,4,5,4,3,5,2,5,4,4,5,4,5,0.9709,0.7105,0.7922,0.5458,0.5456,0.4626,0.3726,0.7229,0.7438,0.9321,0.6052,0.6594,0.989,0.9543,0.8961
TT51680+UT58317+WT52474,3p,3,5,3,6,4,4,5,3,3,4,3,3,4,3,4,0.8892,0.8781,0.7354,0.6136,0.8434,0.493,0.4599,0.7216,0.8865,0.7645,0.4377,0.4363,0.8699,0.9044,0.6953
TT51682+UA16918+C75C,3p,4,2,4,4,3,5,4,5,2,4,4,4,4,2,4,0.7562,0.3726,0.8988,0.59,0.6869,0.806,0.482,0.8448,0.7438,0.7881,0.7659,0.6704,0.8934,0.777,0.6953
TT51682+UT58295+Y31,3p,4,5,4,4,4,4,3,4,3,3,5,4,4,3,4,0.9709,0.6094,0.7119,0.5568,0.6883,0.673,0.374,0.5719,0.7854,0.4072,0.8421,0.6413,0.7826,0.7022,0.5859
TT51682+WA29583+WT51362,3p,3,4,4,5,3,5,5,5,3,5,4,4,3,4,4,0.6829,0.6094,0.7534,0.6053,0.6869,0.745,0.5734,0.7229,0.8865,0.9321,0.6329,0.5887,0.7743,0.8685,0.7908
TT51682+Y10+C81C,3p,3,3,3,4,4,5,4,4,4,5,5,3,3,2,4,0.6108,0.4931,0.7922,0.59,0.6924,0.7603,0.5305,0.6343,0.9419,0.8005,0.8698,0.518,0.7743,0.6523,0.5859
TT51682+Y3+C13C,3p,2,3,2,5,3,3,3,5,3,5,4,4,4,3,4,0.5291,0.4931,0.6288,0.5097,0.6869,0.5747,0.2936,0.8448,0.8865,0.8158,0.6315,0.5443,0.8699,0.9044,0.7908
TT51682+C29C+C93C,3p,3,4,3,6,5,4,3,4,4,5,3,6,4,3,3,0.8892,0.7618,0.7354,0.7812,0.6814,0.5235,0.4155,0.6066,0.9419,0.8005,0.5983,0.7175,0.7951,0.9044,0.59
TT51683+C14C+C59C,3p,3,4,3,6,3,3,5,2,3,5,4,5,3,3,4,0.8892,0.7534,0.7354,0.6053,0.4543,0.5318,0.6413,0.5111,0.8865,0.5638,0.7659,0.6218,0.4502,0.7022,0.6828
TT51683+C44C+C78C,3p,4,4,3,4,3,3,3,3,3,4,5,4,4,4,4,0.9709,0.7534,0.7354,0.5001,0.6523,0.5318,0.2992,0.6344,0.8865,0.7881,0.8698,0.6704,0.7951,0.9543,0.7797
TT51684+UA16908+C82C,3p,2,4,3,4,3,4,3,4,2,4,3,4,3,4,5,0.5803,0.7923,0.5844,0.5665,0.6523,0.6731,0.3934,0.741,0.7438,0.7271,0.6634,0.586,0.7743,0.9543,0.8836
TT51684+UT58336+C47C,3p,3,5,3,5,5,4,4,5,3,3,5,4,4,4,4,0.59,0.9086,0.7922,0.6441,0.6177,0.5609,0.5139,0.9792,0.5859,0.3836,0.8421,0.5679,0.7535,0.946,0.7797
TT51684+C39C+C99C,3p,3,5,3,3,4,3,6,3,2,3,4,4,4,2,5,0.8892,0.5568,0.7354,0.4322,0.6758,0.4709,0.6399,0.6344,0.7438,0.4348,0.6648,0.4862,0.8934,0.777,0.7866
TT51685+TT51694+C90C,3p,2,4,5,4,2,4,4,4,3,4,3,3,3,3,4,0.669,0.6842,0.8102,0.482,0.518,0.734,0.3338,0.8726,0.8865,0.6759,0.572,0.41,0.7743,0.8186,0.7922
TT51685+UT58303+UT58337,3p,3,6,5,4,4,3,5,4,2,3,2,4,3,4,4,0.8892,0.8781,0.8102,0.4972,0.788,0.644,0.4031,0.8726,0.7438,0.5831,0.4335,0.5887,0.7743,0.946,0.7797
TT51689+TT51696+UT58300,3p,4,4,5,3,4,3,5,3,3,4,3,4,3,3,4,0.9709,0.831,0.9556,0.3864,0.7963,0.4598,0.6829,0.59,0.8865,0.7645,0.5111,0.4875,0.7743,0.8186,0.7797
TT51689+WT51355+C46C,3p,4,4,3,4,4,5,5,4,3,4,2,4,3,4,5,0.9709,0.7576,0.5844,0.5568,0.7963,0.8143,0.5706,0.8726,0.8865,0.7271,0.4958,0.5125,0.7743,0.8685,0.8836
TT51689+C82C+C99C,3p,3,4,3,4,4,3,3,4,2,4,3,4,2,4,5,0.8892,0.7923,0.5844,0.5568,0.7963,0.644,0.4626,0.741,0.7438,0.5941,0.4986,0.6594,0.4294,0.9543,0.7977
TT51693+UT57302+C32C,3p,3,3,4,3,4,5,5,3,2,5,5,4,3,2,4,0.8892,0.7105,0.8185,0.3961,0.8296,0.7645,0.5554,0.59,0.7438,0.8074,0.8421,0.6704,0.4502,0.6523,0.6828
TT51694+ZT81342+C78C,3p,3,3,3,4,4,5,4,3,3,4,5,3,4,4,4,0.8892,0.7147,0.7922,0.5098,0.7742,0.7021,0.4017,0.6344,0.8865,0.7645,0.8698,0.4544,0.6441,0.8685,0.7922
TT51696+UT58320+C80C,3p,3,5,3,3,3,4,6,3,3,5,4,4,2,4,5,0.7507,0.8781,0.7922,0.4432,0.7728,0.6703,0.7203,0.59,0.8865,0.9321,0.6136,0.4612,0.5804,0.946,0.885
TT51696+WT52477+C49C,3p,4,3,3,4,3,6,5,4,4,4,4,5,4,3,4,0.9709,0.5194,0.5041,0.5208,0.7728,0.8586,0.4807,0.7063,0.9419,0.6759,0.6773,0.6109,0.8699,0.8186,0.6842
TT51696+ZT81382+C46C,3p,3,4,4,3,4,4,4,3,3,3,4,4,4,3,5,0.7507,0.7534,0.6412,0.4432,0.7963,0.716,0.4654,0.5553,0.5859,0.4709,0.6773,0.4031,0.8699,0.6164,0.8836
TT51698+UT58301+UT58317,3p,3,4,4,5,3,4,5,3,2,3,3,4,3,4,4,0.8892,0.7189,0.7922,0.6565,0.7728,0.7423,0.6829,0.7216,0.5305,0.6052,0.6011,0.5706,0.6344,0.9543,0.6939
TT51698+UT58317+C09C,3p,2,4,3,4,2,3,3,4,3,4,4,5,3,3,4,0.5291,0.7189,0.7354,0.5222,0.518,0.5747,0.392,0.8282,0.8865,0.7728,0.7036,0.7493,0.6344,0.9044,0.6939
TT51698+UT58324+WA29584,3p,2,4,3,3,3,4,6,4,3,4,4,5,3,4,3,0.669,0.7147,0.7354,0.3989,0.7728,0.673,0.7147,0.8726,0.7854,0.6329,0.7396,0.6939,0.7743,0.9543,0.6869
TT51698+WA29583+WT52486,3p,2,5,3,4,3,4,5,4,3,4,5,5,3,4,2,0.3228,0.8352,0.6468,0.5693,0.7728,0.655,0.651,0.8726,0.8865,0.7728,0.7105,0.7937,0.7743,0.946,0.4847
TT51698+WT52482+C94C,3p,3,5,4,5,4,4,4,3,2,5,3,4,3,3,4,0.8892,0.8394,0.849,0.6302,0.8296,0.6662,0.5776,0.7216,0.7438,0.9321,0.572,0.5887,0.676,0.9044,0.7908
TT51702+WT52480+C78C,3p,3,2,3,5,4,5,4,5,3,5,3,3,4,3,4,0.8892,0.5942,0.7354,0.6566,0.7021,0.626,0.3186,0.9792,0.7992,0.9321,0.6634,0.4654,0.7951,0.8269,0.6814
TT51703+UA16897+Y10,3p,4,4,2,5,2,5,5,3,3,2,4,4,2,3,4,0.7604,0.7923,0.6288,0.6302,0.6163,0.7382,0.5873,0.6621,0.5721,0.3116,0.7673,0.6413,0.5388,0.9044,0.5042
TT51703+UT57292+UT57293,3p,3,4,2,4,3,3,4,3,4,4,3,3,3,3,4,0.7507,0.7147,0.6288,0.4266,0.7728,0.4902,0.482,0.6621,0.9281,0.7271,0.5997,0.3809,0.6995,0.9044,0.7922
TT51703+C28C+C88C,3p,3,4,3,4,3,3,5,5,4,4,4,5,4,2,3,0.8892,0.5139,0.7922,0.4446,0.6731,0.5747,0.5873,0.8892,0.9419,0.7728,0.4058,0.6122,0.7951,0.777,0.5914
UA16891+UA16896+C39C,3p,4,5,5,4,4,6,5,3,3,3,4,3,5,3,2,0.9709,0.5955,0.9556,0.3851,0.7104,0.8365,0.5291,0.6344,0.7854,0.4348,0.6689,0.4363,0.989,0.9044,0.4861
UA16891+UA16899+C58C,3p,2,3,3,4,4,4,5,3,3,4,5,4,6,3,5,0.669,0.6371,0.5346,0.5665,0.6454,0.482,0.597,0.6344,0.7854,0.7645,0.7714,0.5319,0.9904,0.8186,0.7991
UA16891+UC10177+ZT81342,3p,3,4,5,3,4,4,4,3,3,4,6,4,5,3,3,0.8892,0.5097,0.6675,0.3754,0.6883,0.2825,0.4432,0.6344,0.7854,0.7645,0.8753,0.4599,0.989,0.8186,0.482
UA16891+WA29583+WT52480,3p,3,4,5,5,3,4,5,3,4,3,5,2,4,3,4,0.6829,0.6842,0.6592,0.6926,0.6869,0.475,0.5166,0.6621,0.6275,0.6052,0.7021,0.302,0.6441,0.6164,0.6814
UA16891+C06C+C88C,3p,3,5,4,4,4,5,5,5,4,3,5,5,5,2,4,0.6829,0.8047,0.849,0.5429,0.7437,0.6952,0.3934,0.7853,0.8408,0.5678,0.4764,0.6857,0.989,0.777,0.6953
UA16894+UA16896+C13C,3p,3,3,2,5,4,4,5,3,3,4,4,4,4,3,3,0.6108,0.5623,0.6288,0.4446,0.8434,0.716,0.5942,0.7216,0.8865,0.6329,0.6315,0.5152,0.8699,0.9044,0.6869
UA16894+WT52490+C15C,3p,3,3,2,5,4,3,3,4,3,3,4,4,4,3,3,0.8892,0.5236,0.6288,0.5042,0.5387,0.3837,0.3615,0.741,0.7992,0.5166,0.7022,0.5859,0.8699,0.9044,0.5789
UA16894+C10C+C70C,3p,3,3,2,4,4,3,4,3,3,5,4,4,3,2,3,0.8892,0.7147,0.3712,0.3989,0.8434,0.4515,0.518,0.7216,0.8865,0.8005,0.7659,0.5887,0.7743,0.777,0.6869
UA16895+UC10178+C97C,3p,4,3,3,3,3,4,4,4,3,3,3,4,3,3,3,0.9709,0.5236,0.7922,0.3616,0.6869,0.655,0.4848,0.8726,0.7992,0.6052,0.3463,0.5443,0.6579,0.9044,0.5789
UA16895+UT57281+C99C,3p,3,3,3,5,4,5,4,4,3,4,4,4,4,3,3,0.7507,0.6413,0.7922,0.6095,0.8434,0.806,0.4557,0.8726,0.7992,0.6398,0.3754,0.6413,0.6441,0.9044,0.4099
UA16895+UT58319+C98C,3p,4,4,4,4,5,4,5,3,3,3,4,4,4,4,3,0.9709,0.7881,0.8988,0.4253,0.9002,0.5581,0.5582,0.6621,0.7992,0.5319,0.4502,0.518,0.8934,0.946,0.5069
UA16896+UT58301+UT58302,3p,3,3,3,6,3,4,5,3,4,4,3,5,4,4,3,0.7507,0.5623,0.6856,0.7133,0.4819,0.5318,0.6829,0.7216,0.9281,0.7881,0.5997,0.7493,0.8934,0.9543,0.6869
UA16897+UT57317+C18C,3p,4,4,3,5,3,6,6,2,3,4,3,5,2,3,4,0.8989,0.831,0.7354,0.6469,0.6731,0.6828,0.7854,0.5111,0.5403,0.6759,0.6634,0.7493,0.5804,0.9044,0.6828
UA16897+C27C+C73C,3p,4,2,3,5,3,4,5,4,3,3,4,5,3,3,5,0.8989,0.3892,0.7922,0.5347,0.7728,0.5443,0.6704,0.8282,0.5403,0.5831,0.6745,0.7937,0.6579,0.9044,0.8961
UA16899+WT51342+C32C,3p,3,4,2,3,3,5,5,3,3,4,5,5,6,3,3,0.8892,0.7534,0.4778,0.3961,0.6523,0.8143,0.4931,0.6344,0.8865,0.7881,0.8421,0.6218,0.9904,0.9044,0.5914
UA16903+UA16928+UT57293,3p,3,4,2,5,4,4,4,2,3,4,4,4,2,4,5,0.4045,0.5055,0.6288,0.4973,0.4916,0.6093,0.4945,0.5111,0.7854,0.7881,0.7673,0.5596,0.313,0.9543,0.7881
UA16903+UT58299+Y5,3p,4,3,2,3,4,4,5,3,4,5,4,4,4,3,3,0.7646,0.5055,0.4778,0.2854,0.7963,0.5664,0.5167,0.7216,0.9419,0.8074,0.4709,0.6704,0.8934,0.4294,0.59
UA16903+UT58299+C35C,3p,4,4,3,3,5,5,6,3,3,3,4,4,3,3,4,0.7646,0.831,0.4958,0.3186,0.8018,0.6384,0.5943,0.6177,0.8865,0.6288,0.7673,0.5486,0.4086,0.8269,0.7908
UA16903+UT58302+UT58305,3p,3,3,3,4,4,5,5,4,3,3,4,3,2,4,4,0.6829,0.5055,0.6856,0.4571,0.7963,0.6993,0.4156,0.8282,0.7854,0.5319,0.7673,0.4363,0.464,0.8685,0.7908
UA16903+UT58335+WT51342,3p,4,4,3,4,5,4,6,5,3,3,4,5,4,4,2,0.9031,0.7534,0.7922,0.4294,0.5276,0.583,0.5984,0.9792,0.8865,0.5319,0.5139,0.7493,0.7535,0.9543,0.3061
UA16903+C45C+C71C,3p,3,2,2,5,5,4,5,3,3,4,5,4,3,3,4,0.6829,0.4418,0.4778,0.5707,0.8115,0.5664,0.3297,0.7216,0.8865,0.7881,0.6482,0.5306,0.5485,0.8269,0.5914
UA16908+C59C+C95C,3p,4,4,3,5,3,5,5,4,3,4,3,5,4,2,3,0.9709,0.831,0.7354,0.446,0.7728,0.7603,0.6025,0.8282,0.7854,0.7881,0.6634,0.6192,0.8699,0.6523,0.6869
UA16918+UA16928+C87C,3p,5,5,4,5,3,5,4,2,4,3,5,4,3,2,3,0.9848,0.8394,0.8988,0.6566,0.6731,0.745,0.5,0.5111,0.9281,0.6205,0.8698,0.5706,0.7743,0.777,0.4806
UA16918+UT58320+C20C,3p,3,3,4,4,3,5,4,2,3,4,4,4,3,2,5,0.7507,0.4931,0.5041,0.5333,0.4473,0.4888,0.5679,0.5111,0.8865,0.7881,0.7659,0.5415,0.7743,0.777,0.8836
UA16918+Y5+ZT81387,3p,3,5,4,4,3,4,4,4,3,5,5,3,3,4,3,0.7507,0.8352,0.8988,0.5084,0.7728,0.6038,0.4945,0.8726,0.7992,0.7991,0.7368,0.518,0.7743,0.9058,0.5886
UA16924+UT58319+C01C,3p,3,3,2,5,5,3,5,3,2,3,5,4,4,3,3,0.7507,0.7105,0.6288,0.5845,0.7672,0.5138,0.5998,0.6621,0.7438,0.4003,0.8435,0.4626,0.8934,0.9044,0.5886
UA16924+WA29612+WT52471,3p,2,3,2,5,5,3,4,4,2,4,2,5,4,4,4,0.669,0.7105,0.6288,0.6801,0.8794,0.464,0.3297,0.7063,0.7438,0.7881,0.4958,0.5334,0.8934,0.9543,0.6814
UA16924+WT51342+WT51343,3p,3,4,3,4,5,5,5,3,3,3,3,4,4,3,3,0.8892,0.7534,0.7922,0.5748,0.8794,0.8143,0.5485,0.5997,0.8865,0.5831,0.6634,0.5706,0.8934,0.9044,0.59
UA16924+Y5+C27C,3p,3,2,3,4,4,2,5,5,4,5,5,5,4,2,4,0.8892,0.5942,0.7922,0.5541,0.8434,0.4418,0.5998,0.9792,0.9419,0.7617,0.7354,0.7937,0.8934,0.6523,0.6939
UA16927+UT58295+C08C,3p,3,4,3,6,5,5,5,4,3,4,4,5,3,2,4,0.8892,0.7147,0.5346,0.7812,0.8102,0.8323,0.5998,0.6066,0.5721,0.6551,0.4488,0.7202,0.7743,0.5665,0.6828
UA16927+ZT81372+C11C,3p,4,3,3,5,4,3,4,3,4,4,3,4,4,3,3,0.9709,0.446,0.7922,0.5195,0.7963,0.5318,0.5236,0.7216,0.9281,0.7271,0.536,0.3905,0.8934,0.6939,0.5775
UA16927+C13C+C78C,3p,3,4,2,5,3,3,5,3,4,3,5,4,4,4,3,0.8892,0.7576,0.6288,0.5735,0.7728,0.5318,0.5194,0.7216,0.9281,0.4432,0.5734,0.5443,0.8699,0.7438,0.6869
UA16928+UT58315+C96C,3p,4,4,3,5,5,5,4,2,4,4,4,3,3,3,3,0.9709,0.7881,0.7922,0.4918,0.9002,0.6841,0.4972,0.5111,0.6275,0.7645,0.7673,0.4363,0.7743,0.9044,0.4806
UA16928+UT58334+Y9,3p,4,4,2,4,5,4,5,5,3,2,4,4,2,2,4,0.9709,0.5055,0.6288,0.435,0.9002,0.3074,0.5942,0.9792,0.7854,0.4612,0.7673,0.5706,0.4294,0.5748,0.6828
UA16928+UT58337+ZT81342,3p,3,5,3,4,5,4,6,4,3,3,4,4,3,3,5,0.8892,0.9086,0.7922,0.5333,0.6897,0.655,0.7009,0.8726,0.7854,0.6052,0.7036,0.5333,0.6579,0.8186,0.7881
UA16928+WT51345+C95C,3p,3,5,5,5,4,3,6,3,3,3,3,5,3,2,4,0.7507,0.9086,0.9556,0.55,0.5387,0.3268,0.6358,0.6177,0.7854,0.5595,0.6634,0.5638,0.7743,0.6523,0.6828
UA16929+UT58295+WA29612,3p,3,4,3,4,4,4,5,3,2,5,4,5,4,3,4,0.8892,0.7534,0.6856,0.464,0.7742,0.7423,0.5319,0.59,0.4294,0.8227,0.6122,0.6441,0.8699,0.9044,0.5859
UA16929+UT58314+C82C,3p,3,4,5,5,3,4,4,3,2,5,3,6,4,4,2,0.7507,0.7189,0.8753,0.6344,0.7728,0.655,0.518,0.59,0.7438,0.9321,0.6011,0.8436,0.8699,0.9543,0.3878
UA16929+WT52457+C13C,3p,3,3,2,5,3,4,5,4,3,3,3,5,4,2,3,0.8892,0.7147,0.6288,0.5167,0.7728,0.655,0.6025,0.8282,0.8865,0.4515,0.3033,0.6676,0.7951,0.6523,0.6869
UA16929+ZT81342+C29C,3p,3,4,4,3,6,3,4,3,3,4,4,5,4,4,3,0.8892,0.7618,0.8988,0.3297,0.8808,0.3725,0.5651,0.5305,0.8865,0.7728,0.7022,0.6386,0.6441,0.946,0.5914
UA16929+C68C+C84C,3p,4,3,3,6,2,4,6,4,4,4,4,4,4,2,3,0.9709,0.7147,0.7354,0.7812,0.518,0.673,0.7203,0.741,0.7562,0.7881,0.4058,0.4862,0.6441,0.6523,0.6869
UC10177+UT58314+UT58317,3p,3,4,4,3,3,5,6,3,3,3,2,6,4,2,4,0.6108,0.5707,0.5041,0.3712,0.7728,0.565,0.6316,0.7216,0.8865,0.5083,0.4972,0.6413,0.7535,0.777,0.5859
UC10177+C78C+C79C,3p,3,4,4,5,3,3,5,3,3,3,4,4,5,2,4,0.8892,0.7923,0.7617,0.6234,0.6731,0.2715,0.5139,0.6344,0.7854,0.6205,0.7673,0.5416,0.989,0.5748,0.7797
UT57281+WT52457+C94C,3p,3,3,3,5,3,5,5,2,2,4,5,4,4,3,3,0.8892,0.4931,0.7922,0.5734,0.7728,0.5457,0.6413,0.5111,0.7438,0.7645,0.7354,0.5887,0.7951,0.9044,0.6869
UT57283+UT58315+WT51354,3p,3,3,4,5,4,5,5,3,5,5,5,5,3,3,4,0.8892,0.4847,0.8988,0.2867,0.8434,0.7021,0.4543,0.6621,0.8463,0.8158,0.8435,0.4612,0.7743,0.9044,0.59
UT57283+UT58333+WT51358,3p,2,3,3,6,3,4,5,3,3,4,4,4,3,3,5,0.669,0.7105,0.5844,0.3061,0.6523,0.716,0.3657,0.4958,0.453,0.4266,0.6759,0.586,0.7743,0.9044,0.885
